ULMeanNL,AttOutExecInterXn,SuccOutInterXn,ArfcnUL,NbrPktDL,NbrPktLossDL,RSRQ,Label
-106,150,141,716417,335409,28264,-11,0
-106,223,201,629194,113185,6385,-12,0
-106,141,134,629194,248135,18022,-12,0
-110,172,164,631690,131336,4868,-10,0
-113,136,126,148740,106256,3420,-10,0
-109,161,146,353420,159615,7506,-11,0


-110,168,154,526422,77211,1482,-10,0
-112,166,159,285420,211314,16005,-10,0
-113,158,143,627974,456614,35338,-10,0
-88,209,63,292940,185510,117564,-16,3
-108,169,162,382760,249866,8523,-11,0
-109,207,196,518700,456189,15982,-11,0

-99,203,138,533418,504975,184062,-11,2
-95,248,153,636762,45437,14559,-12,2
-93,160,118,636762,178217,70085,-12,2
-96,187,127,641911,576658,152324,-11,2
-107,193,191,462280,97034,5277,-11,0
-96,209,150,462280,654455,245218,-12,2

-101,69,47,164200,68187,21253,-10,1
-101,138,93,404560,77518,26262,-10,1
-113,143,139,647061,39769,1629,-9,0
-113,180,164,169700,509705,125,-9,0
-103,89,57,514380,32305,9915,-9,1
-103,115,74,157800,31537,9720,-9,1


-112,136,127,705473,187997,16693,-9,0
-111,134,122,354840,415652,37837,-10,0
-109,145,145,518620,48589,3951,-11,0
-105,201,192,354840,128499,11423,-11,0
-108,145,135,379900,521707,42611,-11,0
-109,139,137,164960,82074,2177,-10,0

-106,165,163,397540,281103,24197,-11,0
-84,219,40,477380,90863,56358,-18,3
-84,155,49,477380,74729,61572,-18,3
-107,176,171,515160,318062,1396,-11,0
-108,114,107,287860,57247,2244,-11,0
-107,131,125,376360,411249,24582,-11,0

-96,102,71,286680,46620,10304,-12,1
-97,148,111,351120,441622,121787,-11,1
-100,111,70,159380,59967,20209,-10,1
-101,117,85,522100,264793,86956,-10,1
-97,110,93,383980,32653,7484,-11,1
-99,174,124,642420,109866,43794,-10,1


-104,144,131,348020,101590,9966,-12,0
-94,205,157,339360,328501,77850,-12,2
-96,166,130,348020,140228,37416,-12,2
-108,100,94,289040,14683,1190,-12,0
-97,178,134,285900,645753,181321,-12,2
-97,193,121,177280,355278,163630,-11,2

-111,120,108,675226,47323,2224,-10,0
-100,82,60,462020,117261,48073,-11,1
-97,143,95,642726,296766,94955,-11,1
-100,145,118,646574,416038,58360,-10,1
-112,130,126,166300,98553,8261,-9,0
-110,162,153,386400,483854,38312,-10,0

-112,176,163,639948,308256,12452,-9,0
-113,138,127,162820,126489,8018,-10,0
-107,131,131,286300,215195,17778,-11,0
-109,164,158,376760,460249,28183,-11,0
-114,128,116,138160,92580,7528,-9,0
-119,202,182,727174,301464,17751,-8,0


-104,157,157,644138,127523,1958,-12,0
-96,178,116,642242,80390,12860,-11,2
-108,134,130,298800,163073,1015,-11,0
-95,195,123,298800,623679,178525,-12,2
-106,155,147,374000,328442,31894,-11,0
-107,139,132,504800,235460,11129,-11,0

-107,148,134,376240,97323,369,-11,0
-105,131,131,285520,258304,4952,-11,0
-109,143,130,176480,232786,6394,-10,0
-115,202,200,641601,575598,6546,-9,0
-111,129,116,165240,26879,781,-10,0
-109,191,184,339800,473017,23225,-11,0

-109,189,178,290580,157604,1884,-11,0
-89,182,34,497220,77648,60787,-16,3
-88,200,54,290580,579819,463679,-16,3
-87,161,29,404840,126352,93459,-17,3
-86,143,47,517360,137661,103792,-17,3
-107,108,102,517280,17624,359,-12,0


-100,119,80,376480,88058,37232,-11,1
-102,136,98,176080,18404,6527,-10,1
-96,113,88,402720,86570,16377,-11,1
-96,100,73,347260,51353,24595,-11,1
-108,157,152,461520,266435,10863,-11,0
-100,112,69,728496,92252,28004,-10,1

-113,155,143,644920,66252,4193,-9,0
-113,134,129,287220,182588,8195,-10,0
-104,159,152,165080,41440,112,-12,0
-99,215,139,165460,331916,144490,-10,2
-111,133,130,626035,467901,19376,-10,0
-97,162,97,535272,301479,92419,-11,2

-113,104,99,468660,78180,6763,-10,0
-107,186,184,165080,552226,885,-11,0
-100,140,89,170320,30011,11652,-10,1
-116,158,153,704853,211837,12350,-9,0
-107,156,141,380920,68063,6030,-11,0
-94,128,103,380920,298087,80049,-12,1


-91,177,58,637096,377928,241575,-13,3
-91,202,69,167620,332746,209654,-14,3
-89,177,40,391100,264017,185100,-16,3
-87,164,35,513696,258753,198730,-16,3
-107,102,96,287140,100160,5094,-11,0
-87,211,84,391100,394415,291344,-17,3

-113,143,137,158540,104594,7179,-9,0
-103,144,111,512994,353280,129439,-9,1
-100,151,115,143700,87635,18018,-10,1
-108,151,136,404780,355241,24167,-11,0
-110,148,147,298980,135737,1832,-10,0
-101,95,61,643368,62752,14936,-10,1

-94,238,156,179760,659707,265004,-12,2
-95,188,138,179760,30345,10548,-11,2
-107,123,122,372720,67602,6646,-11,0
-97,246,177,375180,339865,104975,-11,2
-107,141,137,519120,199970,5283,-11,0
-94,216,139,519120,378998,104951,-12,2


-92,204,67,286860,146903,95633,-14,3
-109,126,124,635106,37647,1555,-11,0
-107,149,149,644342,68885,204,-12,0
-107,131,128,528336,41257,2284,-11,0
-110,179,176,657872,50849,5078,-10,0
-113,134,124,285560,142121,3180,-9,0

-90,161,59,351500,115263,88744,-16,3
-113,170,154,158720,523732,44987,-9,0
-94,196,66,717880,219260,127164,-12,3
-116,162,153,163640,424418,9995,-8,0
-92,220,53,649817,86912,58392,-14,3
-89,162,53,403380,371057,265781,-15,3

-106,142,141,652504,76484,3794,-12,0
-107,168,164,637164,66609,859,-11,0
-112,174,172,353540,177482,649,-10,0
-107,151,146,645944,145512,13280,-11,0
-108,169,158,641760,525775,31343,-11,0
-108,146,142,505716,23306,1277,-11,0


-105,191,176,132900,115696,1970,-12,0
-84,182,54,165060,399813,259380,-17,3
-106,169,153,285600,166144,12764,-11,0
-109,193,177,350960,452321,18580,-11,0
-112,130,124,627374,83629,5161,-10,0
-111,192,175,285600,166792,8077,-10,0

-95,161,122,354120,157611,48399,-12,2
-98,163,123,372500,379432,130092,-11,2
-106,122,113,507100,27058,2516,-11,0
-109,151,149,697502,50913,3774,-11,0
-108,154,142,508332,114219,2944,-11,0
-96,168,97,508332,28517,8184,-12,2

-98,180,152,177260,24429,6520,-11,2
-108,129,120,379540,75013,4708,-11,0
-96,188,130,378280,253185,90577,-12,2
-92,256,193,379540,310889,140767,-12,2
-95,126,96,378280,291977,111135,-12,2
-97,189,123,378280,92846,30181,-12,2


-108,168,154,519340,25632,1566,-11,0
-107,142,134,370620,21208,1593,-11,0
-109,128,116,501360,21808,674,-11,0
-115,164,148,716821,178838,9769,-9,0
-115,185,176,137480,376655,9259,-9,0
-110,185,185,386680,122066,10309,-10,0

-108,129,128,140960,419059,38876,-10,0
-109,119,108,352620,331814,25821,-11,0
-111,131,123,157920,47317,3659,-10,0
-114,131,127,639234,153242,5379,-9,0
-110,109,107,289060,304262,16330,-10,0
-110,131,128,506640,131612,11214,-10,0

-113,135,133,388640,441417,11163,-10,0
-112,155,154,723194,23546,1149,-9,0
-115,114,104,177780,337842,6962,-9,0
-109,190,186,514860,291693,29074,-10,0
-107,138,130,392040,348629,4132,-11,0
-111,148,134,176380,60320,4194,-10,0


-108,180,165,498060,434292,19701,-11,0
-108,126,118,642328,125489,9144,-11,0
-110,162,157,462600,383169,32389,-11,0
-111,137,136,642328,19236,1173,-10,0
-115,187,176,176400,160575,6855,-9,0
-114,143,137,644638,107055,92,-9,0

-111,123,122,141500,162933,12426,-11,0
-109,161,149,348580,285669,12489,-10,0
-109,118,114,642368,213407,9411,-11,0
-111,157,151,732275,227803,5991,-10,0
-111,218,213,374940,533834,13365,-10,0
-110,105,95,171940,257324,17608,-11,0

-107,109,103,295920,78976,3628,-11,0
-111,138,137,176460,157643,8392,-10,0
-110,185,176,509520,260820,7625,-11,0
-107,131,126,462540,233840,11081,-12,0
-106,188,178,382420,103476,9700,-12,0
-104,157,153,341300,162388,14920,-12,0


-102,159,101,631270,64088,16009,-9,1
-100,141,93,163740,41904,10129,-10,1
-97,124,102,143820,79047,29378,-11,1
-99,115,92,496980,86152,20607,-10,1
-96,131,91,400740,157456,41695,-12,1
-106,204,199,400740,477767,28813,-12,0

-109,189,179,639114,498318,1697,-11,0
-107,112,103,519252,272889,23946,-11,0
-108,180,171,404960,52921,3316,-11,0
-112,123,113,530172,62628,2277,-10,0
-113,162,160,158980,29164,1706,-10,0
-111,226,216,461800,310121,6378,-10,0

-106,209,200,461540,525731,49281,-11,0
-108,137,130,390300,359501,21067,-11,0
-114,197,193,649478,61462,730,-9,0
-117,148,146,158360,100203,717,-8,0
-112,142,142,710570,129679,8069,-10,0
-106,184,172,656016,402076,12921,-12,0


-113,158,154,514698,20947,1799,-10,0
-110,163,161,177920,85230,7647,-10,0
-108,135,134,286660,116365,5525,-11,0
-111,128,120,508620,40535,796,-10,0
-114,152,143,145300,163167,15249,-9,0
-117,155,151,697769,323785,4816,-8,0

-111,166,154,377440,554711,18482,-10,0
-110,182,178,673318,428590,724,-10,0
-109,172,161,523920,111854,1255,-11,0
-106,125,117,473840,105328,494,-12,0
-99,140,98,532692,52210,18159,-11,1
-114,172,169,179020,512782,2790,-9,0

-99,112,74,519040,313110,96832,-11,1
-101,116,72,630217,20544,4270,-11,1
-97,71,49,391140,11851,4167,-11,1
-97,123,96,393100,186844,62579,-12,1
-108,108,103,502620,157286,14333,-11,0
-108,173,165,352860,155048,177,-11,0


-112,195,183,165700,170799,4676,-9,0
-112,161,148,513102,439306,27596,-9,0
-110,119,108,165720,16010,1472,-11,0
-103,135,124,165700,66880,3028,-12,0
-94,178,142,165720,78478,22590,-12,2
-95,222,169,168400,179673,47673,-12,2

-96,168,107,385820,301058,86862,-12,1
-96,92,73,385820,65176,19234,-12,1
-99,124,89,288820,327925,66863,-10,1
-98,80,57,646300,171349,41569,-10,1
-109,173,162,527484,217139,11899,-11,0
-97,116,70,352800,57042,14213,-11,1

-93,198,83,301940,54378,44816,-14,3
-110,160,145,638478,25107,1608,-11,0
-105,161,160,631636,83742,8255,-12,0
-88,159,68,645624,85357,60769,-15,3
-94,135,60,158880,292448,198239,-13,3
-93,169,54,533070,360878,255029,-14,3


-99,204,128,514660,33227,8899,-10,2
-108,106,97,296380,74140,1450,-11,0
-107,169,168,378680,328369,19636,-11,0
-105,202,190,142840,26265,2031,-11,0
-95,186,132,142840,28346,7825,-12,2
-94,151,90,142840,470150,159184,-12,2

-108,108,103,395100,189661,6395,-11,0
-99,128,89,527604,127877,40217,-10,1
-115,143,134,163200,128286,11422,-9,0
-104,140,105,638310,309844,112564,-9,1
-100,141,103,176040,22794,8025,-10,1
-96,112,83,162960,35561,10220,-12,1

-108,117,113,512676,19435,907,-11,0
-106,208,189,339920,122950,28,-11,0
-112,201,193,143860,112392,5151,-10,0
-111,188,183,475120,384351,238,-10,0
-107,163,161,163760,111655,3269,-11,0
-107,131,127,143860,44397,625,-12,0


-115,134,129,167580,298142,4649,-9,0
-113,146,138,648989,25295,1457,-9,0
-108,201,191,292560,152769,12296,-11,0
-107,156,147,292020,130307,10476,-11,0
-114,111,106,648989,83069,217,-9,0
-114,125,113,169540,95383,439,-9,0

-103,120,86,469540,110276,34999,-10,1
-98,181,126,144560,213079,74742,-11,1
-100,100,56,177220,76922,28419,-10,1
-102,122,103,719117,15998,3935,-9,1
-97,147,99,497120,65424,16457,-11,1
-96,88,68,513447,13928,3983,-12,1

-97,143,100,378080,226302,92362,-11,1
-99,139,118,503120,413749,139601,-10,1
-99,140,82,179800,361258,150090,-11,1
-97,137,106,166860,394557,151685,-11,1
-101,140,100,537123,225860,76093,-9,1
-113,93,87,134960,33614,8,-9,0


-112,192,191,393580,53368,3367,-10,0
-109,153,141,637976,196863,3254,-11,0
-108,128,121,498280,205411,18015,-11,0
-109,181,164,347140,161408,5299,-11,0
-101,121,92,167340,332908,113221,-10,1
-100,161,108,500310,76220,21657,-10,1

-91,197,52,465820,291460,224924,-15,3
-91,216,69,182240,351470,205988,-15,3
-89,193,65,509060,28725,20946,-15,3
-90,238,62,350660,502262,400993,-15,3
-86,186,64,668162,456014,305632,-15,3
-86,162,54,502431,26679,16637,-16,3

-97,115,83,345840,79573,22976,-12,1
-104,162,150,377720,112490,7267,-12,0
-96,80,61,388740,13297,3737,-11,1
-101,139,104,177700,206759,73095,-10,1
-101,113,83,641470,17223,5243,-10,1
-96,156,103,626646,224396,69092,-12,1


-110,156,151,343280,121688,11873,-11,0
-111,147,143,519540,58789,399,-10,0
-109,130,119,168380,19845,1383,-11,0
-107,111,102,134680,165402,7753,-11,0
-111,167,157,378160,203408,5909,-10,0
-103,122,79,723140,188876,81353,-10,1

-106,132,125,500780,197380,760,-12,0
-106,161,155,521480,569585,8471,-12,0
-112,121,109,631786,448834,15227,-10,0
-115,122,120,179540,85233,2067,-9,0
-118,119,113,697171,318865,28257,-8,0
-106,136,104,140180,486969,169745,-8,1

-108,122,122,347660,164671,625,-11,0
-109,246,222,507960,158514,7041,-11,0
-106,149,135,341300,125273,1349,-11,0
-108,190,174,351580,169665,8942,-11,0
-109,189,177,521700,426835,38993,-11,0
-108,136,123,390040,205329,6845,-11,0


-98,164,121,383760,132925,42625,-11,1
-98,146,78,503240,174457,47274,-10,1
-98,119,76,172240,394473,170061,-11,1
-95,81,51,158880,44150,16665,-11,1
-96,83,67,403600,166517,56041,-11,1
-96,82,68,342060,117492,32940,-12,1

-85,135,33,391940,307496,226141,-18,3
-106,181,172,379040,135317,6357,-12,0
-108,165,155,343360,28211,1977,-11,0
-91,182,28,178540,30139,19272,-15,3
-110,168,168,522474,540618,4429,-10,0
-88,151,56,344400,249529,185461,-16,3

-111,155,140,171780,355091,21753,-9,0
-109,115,110,526860,142130,3491,-10,0
-107,146,135,285500,273145,19500,-11,0
-106,118,109,289360,34922,2460,-12,0
-107,120,120,402580,135099,3542,-11,0
-110,175,170,176260,334624,8756,-10,0


-111,148,140,515727,118328,8537,-10,0
-110,182,181,178180,91491,6847,-10,0
-110,126,121,289120,366985,30840,-11,0
-109,142,135,498420,21091,1391,-11,0
-113,157,150,700743,158211,8514,-9,0
-115,161,147,178180,29735,1198,-8,0

-101,170,142,404700,143318,47471,-10,2
-114,150,148,705934,276058,26923,-9,0
-115,171,170,177900,30951,2038,-9,0
-108,184,167,497200,310519,420,-11,0
-105,147,136,502120,110008,8494,-12,0
-107,193,190,390840,213437,15907,-11,0

-93,197,139,501340,74985,28200,-12,2
-104,162,152,519220,243820,24267,-12,0
-96,116,93,501340,80932,29201,-12,2
-96,194,116,501340,133033,31244,-11,2
-108,218,217,343280,128888,344,-11,0
-110,121,112,167640,55468,4343,-11,0


-106,158,154,470560,256118,306,-12,0
-106,181,179,504762,257987,12623,-12,0
-96,172,122,512520,167240,43372,-12,2
-95,230,189,513840,393938,158047,-12,2
-95,222,158,513840,519304,154840,-12,2
-96,168,111,513840,334980,84864,-12,2

-105,157,150,177380,48632,2974,-12,0
-96,165,129,177380,127119,38050,-12,2
-108,153,148,180780,186484,13727,-12,0
-107,125,119,163980,345323,16401,-12,0
-96,188,123,166480,222729,58854,-11,2
-110,122,110,394340,516055,1102,-10,0

-89,160,51,505404,208487,151614,-16,3
-108,179,175,340180,474631,2428,-11,0
-89,153,39,289300,162056,121549,-16,3
-92,126,32,641224,47512,31031,-14,3
-113,203,190,168860,93826,2040,-9,0
-111,162,147,520974,282640,16663,-9,0


-111,222,215,285500,198123,4343,-10,0
-108,141,135,521940,187361,17429,-11,0
-111,140,133,377620,340920,13412,-10,0
-113,173,157,731142,306198,2687,-9,0
-108,157,149,339780,331526,24054,-10,0
-105,162,154,374300,21024,330,-12,0

-107,178,176,659490,53575,1396,-12,0
-110,114,110,621861,110436,3119,-11,0
-111,138,131,293140,463556,22799,-10,0
-109,211,191,524172,128692,4278,-10,0
-115,164,149,731266,291692,1538,-9,0
-115,203,185,171180,585286,25294,-8,0

-109,178,166,379520,500780,39328,-10,0
-112,167,151,646258,412788,19928,-10,0
-101,93,70,286060,18252,7827,-9,1
-111,210,192,710298,472718,8564,-10,0
-106,158,153,536412,643246,18833,-11,0
-106,150,150,630454,25263,2386,-11,0


-104,126,121,344880,65665,459,-12,0
-96,180,113,376080,117913,44920,-12,2
-106,197,183,344880,168558,4509,-12,0
-105,179,172,342740,378807,28382,-11,0
-105,126,124,519540,83201,7737,-11,0
-106,200,191,500982,142328,6841,-12,0

-112,150,144,717352,507158,36816,-10,0
-99,141,86,370800,242198,67256,-10,1
-106,163,159,285780,55308,1337,-11,0
-100,85,59,531180,203852,47362,-10,1
-110,190,173,179520,131374,285,-9,0
-113,165,157,526878,126221,9881,-9,0

-96,179,141,640480,84392,18986,-12,2
-96,179,128,639423,725705,104222,-12,2
-93,146,78,639423,282113,119994,-12,2
-96,169,123,639423,126828,34020,-12,2
-93,156,110,643293,124290,31434,-12,2
-94,222,141,643293,476850,153122,-12,2


-105,173,166,642260,46973,503,-12,0
-98,129,82,643206,282388,91430,-11,1
-99,108,84,393380,303737,102178,-11,1
-107,216,198,289040,218052,17252,-11,0
-110,159,152,167780,270752,27039,-11,0
-96,96,77,285540,131248,55332,-11,1

-117,141,129,166380,66779,3518,-9,0
-116,128,117,644456,259663,9688,-8,0
-114,250,248,137260,308758,24592,-9,0
-110,104,94,497820,275769,8472,-10,0
-106,148,146,342320,378018,9643,-11,0
-104,176,161,374700,30429,2777,-12,0

-110,140,137,341960,78069,7401,-11,0
-116,130,121,138780,318035,4892,-9,0
-114,100,99,664718,336488,26865,-8,0
-110,150,150,177200,123716,6317,-10,0
-107,107,103,140260,15849,862,-11,0
-108,160,156,286520,305981,25851,-11,0


-91,187,59,503184,162649,125415,-14,3
-90,183,58,159140,64389,38903,-14,3
-110,161,149,505460,28835,1253,-10,0
-90,161,68,377060,349315,247328,-15,3
-91,190,50,728162,653431,443144,-15,3
-90,143,37,461780,226977,153389,-15,3

-107,165,160,674760,28258,2813,-12,0
-108,159,159,638618,80224,3743,-12,0
-106,232,210,712600,284915,16770,-11,0
-111,148,147,638618,469183,36034,-10,0
-109,175,164,165000,219602,13943,-10,0
-107,204,194,165800,334496,32446,-12,0

-96,164,120,391580,397552,111089,-12,2
-96,163,112,387600,145419,39990,-12,2
-95,237,156,391580,435201,87063,-12,2
-96,232,169,404920,340146,80096,-12,2
-95,183,111,404920,498219,167229,-11,2
-109,242,226,168020,400825,5069,-10,0


-112,205,203,170920,435746,42480,-10,0
-110,110,107,508956,93334,6713,-10,0
-110,169,166,342500,216088,11846,-10,0
-113,91,82,701392,97361,8771,-10,0
-108,216,198,371100,551014,29976,-10,0
-107,177,173,462520,548513,51161,-11,0

-111,142,129,377000,50574,2242,-11,0
-105,125,113,178640,107086,3335,-11,0
-109,104,99,177500,346160,17736,-10,0
-115,139,132,645450,347282,30978,-9,0
-113,138,137,286340,73281,7,-9,0
-102,113,53,646150,15294,4569,-9,1

-115,145,133,142500,171750,2728,-8,0
-114,188,178,646154,244120,7905,-8,0
-95,197,58,166840,681618,485953,-13,3
-115,150,138,646154,19462,1941,-8,0
-93,177,33,142500,312351,226952,-14,3
-113,118,116,462300,433095,26464,-10,0


-103,145,141,629118,45470,3899,-12,0
-98,206,115,620452,233083,107105,-11,2
-109,138,125,355340,22239,799,-11,0
-107,176,175,285480,90091,8479,-11,0
-108,139,129,379980,200774,15749,-11,0
-108,125,120,517000,53139,4324,-11,0

-103,112,69,637779,430834,81973,-9,1
-103,110,67,158400,310481,76878,-9,1
-100,161,133,520020,50041,12677,-10,1
-100,114,77,637094,168990,50357,-10,1
-100,137,99,293540,121652,28347,-10,1
-98,126,83,503100,159487,52253,-10,1

-104,182,166,514854,159419,8650,-12,0
-95,158,127,508554,506772,109470,-12,1
-106,186,176,514854,170040,15120,-12,0
-107,195,183,646640,62180,1244,-11,0
-109,125,121,500300,19596,1521,-11,0
-98,116,70,732245,276662,90325,-10,1


-105,159,144,404260,553214,4522,-12,0
-108,113,109,383040,254816,3865,-11,0
-110,159,145,652026,488471,24687,-10,0
-111,164,149,384380,348954,22422,-10,0
-110,184,181,635780,111656,9428,-10,0
-99,158,104,464580,208826,38919,-11,1

-113,110,108,372140,16527,417,-10,0
-108,164,163,648225,115444,6928,-11,0
-96,126,101,648225,222800,83986,-11,2
-108,173,169,391240,470367,37723,-11,0
-106,103,98,340820,192066,7636,-12,0
-94,189,131,340820,355418,120665,-12,2

-94,185,134,462640,400644,80571,-12,2
-96,117,70,475300,91052,18743,-12,2
-96,218,141,475300,370133,110938,-12,2
-95,129,77,462640,250259,62982,-12,2
-95,238,204,475300,200886,40128,-12,2
-97,227,138,497180,29544,12382,-12,2


-105,95,58,159080,54432,20673,-9,1
-113,164,163,638786,26112,472,-9,0
-111,165,154,176380,132314,9281,-9,0
-109,162,158,535452,61909,2681,-10,0
-108,161,159,660224,498861,22497,-12,0
-105,176,164,660224,305155,17609,-12,0

-114,101,97,643134,35813,59,-9,0
-90,178,47,285820,113856,76617,-15,3
-89,189,73,137160,571870,364534,-15,3
-111,134,131,506560,177456,3240,-10,0
-91,167,50,291880,150085,113299,-16,3
-109,136,127,536904,296987,5248,-10,0

-104,137,135,340740,265544,17396,-12,0
-109,167,152,393060,383399,36380,-11,0
-107,121,113,166720,186002,11778,-11,0
-110,170,165,291060,570111,16351,-11,0
-109,160,157,513876,403848,38416,-11,0
-108,196,185,393060,276649,19382,-11,0


-100,207,147,712490,176999,60003,-10,2
-109,169,164,390820,60328,5358,-11,0
-98,194,124,390820,445332,133634,-11,2
-107,133,123,643364,51333,4800,-11,0
-97,202,140,644817,23956,4183,-11,2
-108,158,157,461760,410930,22187,-11,0

-97,200,135,287700,57113,19899,-11,1
-97,145,104,377740,450890,88593,-11,1
-98,94,59,517476,218190,69594,-11,1
-100,156,116,287700,96396,25171,-11,1
-97,138,97,404780,383953,95132,-11,1
-95,117,82,514248,330238,94522,-11,1

-101,189,149,523320,373365,119216,-10,2
-108,163,163,179700,185599,7152,-11,0
-95,210,154,179700,583213,155083,-12,2
-106,160,145,170280,21507,486,-11,0
-109,157,145,352940,138513,9621,-10,0
-111,137,124,625910,111137,9066,-10,0


-98,231,164,349020,177589,72377,-11,2
-109,209,198,497480,319593,25990,-10,0
-110,232,229,164360,62785,4470,-10,0
-108,159,146,476580,460858,18412,-11,0
-95,167,103,500220,202226,69714,-12,2
-96,174,129,503094,580092,159221,-12,2

-92,137,38,462900,133905,87596,-15,3
-116,104,100,147600,228606,21885,-9,0
-94,138,27,668537,381765,253405,-13,3
-110,142,137,286100,228272,11769,-10,0
-105,153,142,347180,77276,4191,-12,0
-106,132,128,403540,316899,7655,-12,0

-94,126,92,639797,103178,33427,-12,2
-94,275,221,639797,428767,72736,-12,2
-97,132,80,640298,72146,14571,-12,2
-96,162,93,721270,147776,43285,-11,2
-96,211,117,644718,151497,56269,-12,2
-95,140,82,640298,21719,5183,-12,2


-106,177,168,628351,477420,21832,-12,0
-97,195,145,628351,286239,86649,-12,2
-94,247,172,628351,456875,74849,-11,2
-109,195,189,352540,398806,31477,-11,0
-94,241,177,350400,560651,239783,-12,2
-96,247,194,339880,112351,45166,-12,2

-105,90,84,393360,106053,2390,-12,0
-95,158,110,384820,203677,50081,-12,2
-106,157,149,339420,42224,690,-11,0
-106,163,149,498260,342329,31548,-11,0
-95,182,115,503466,199419,52544,-12,2
-108,106,101,379840,31638,2566,-11,0

-97,206,158,497980,129818,18223,-12,2
-96,164,90,464120,240977,71246,-11,2
-107,138,125,287320,43322,2570,-11,0
-96,183,153,285760,372323,134902,-12,2
-94,175,113,287320,166830,47512,-12,2
-96,167,116,295820,160176,40767,-12,2


-86,147,47,165780,443144,335176,-18,3
-87,206,53,159360,544025,378617,-16,3
-91,180,61,529827,27744,19212,-15,3
-87,181,60,719641,331921,262667,-17,3
-108,140,130,671350,104708,1346,-11,0
-86,204,68,512060,501952,352777,-16,3

-94,208,159,370720,83948,28399,-12,2
-94,165,139,370720,389631,107689,-12,2
-94,179,117,370720,214242,41986,-12,2
-96,238,158,383040,294616,98015,-12,2
-94,160,100,391080,385645,146123,-12,2
-94,195,119,382460,656086,110269,-12,2

-97,221,161,515600,406185,118690,-11,2
-105,97,87,404260,363545,16640,-12,0
-95,190,134,404260,50924,16797,-12,2
-97,162,100,400720,582942,200775,-11,2
-106,177,174,179080,173093,10255,-11,0
-94,168,100,179080,222925,81511,-12,2


-110,147,142,389760,165843,4298,-10,0
-87,192,63,673030,85564,66624,-16,3
-85,193,50,645903,296381,219753,-17,3
-90,192,53,519264,68532,49512,-15,3
-88,151,53,140780,80321,47327,-16,3
-84,165,48,180620,589847,392852,-18,3

-91,159,45,291860,137900,95043,-14,3
-88,210,68,629847,211536,173878,-15,3
-86,204,69,461840,157546,113727,-17,3
-88,174,63,381500,510838,366118,-16,3
-90,174,45,157640,136765,104411,-14,3
-90,211,65,629847,25749,14765,-13,3

-113,139,132,507040,114812,9406,-10,0
-108,122,120,167720,200252,17092,-11,0
-89,264,53,163020,651281,423554,-17,3
-87,168,47,392440,170278,128176,-16,3
-108,220,200,339420,557682,3563,-11,0
-108,91,83,498320,92508,2072,-11,0


-96,103,74,640900,17781,6848,-11,1
-110,160,153,516020,188404,7384,-10,0
-110,138,137,158360,25566,936,-11,0
-95,164,129,148960,177086,65637,-12,1
-94,113,63,169500,99726,29594,-12,1
-94,96,64,176280,79034,24301,-12,1

-100,93,71,347980,265415,103049,-11,1
