ULMeanNL,AttOutExecInterXn,SuccOutInterXn,ArfcnUL,NbrPktDL,NbrPktLossDL,RSRQ,Label
-95,153,107,508980,168263,40707,-12,2
-94,223,165,508980,74792,24879,-12,2


-114,183,182,625168,486992,39094,-9,0
-109,153,139,164480,530713,10239,-10,0
-107,163,157,164480,21659,1224,-11,0
-89,173,59,339480,70529,52511,-16,3
-95,265,33,144000,247768,198628,-14,3
-118,234,224,726262,237070,3797,-8,0

-109,195,179,286100,59674,3380,-10,0
-110,164,152,515994,317737,26713,-10,0
-110,152,150,169180,79134,6160,-10,0
-107,140,137,344900,302169,6033,-11,0
-114,143,138,169180,179787,7085,-9,0
-116,166,156,723034,126281,2509,-8,0

-100,121,90,293080,186715,61752,-10,1
-101,163,107,526926,126121,42767,-10,1
-102,77,57,167820,39319,12690,-9,1
-99,134,92,526420,40641,13220,-10,1
-99,96,69,392440,105747,31392,-11,1
-98,136,93,526420,20771,6244,-11,1


-101,81,52,166400,33550,11377,-10,1
-99,169,120,498000,325573,53156,-10,1
-99,119,92,352980,315751,123333,-11,1
-96,95,71,500360,230765,72826,-11,1
-98,97,67,498000,80639,25080,-11,1
-101,175,128,166400,400921,84890,-10,1

-106,162,147,158180,97875,1904,-12,0
-85,193,71,158180,300448,185423,-18,3
-86,152,34,164860,256134,204062,-17,3
-109,131,124,390220,46141,4014,-10,0
-112,128,127,164860,308143,4484,-9,0
-117,182,170,639748,49794,51,-9,0

-106,124,117,286860,75301,4311,-11,0
-108,180,173,403180,58771,1945,-11,0
-107,146,133,340180,248461,18553,-11,0
-108,151,150,469720,165146,12944,-11,0
-106,96,88,536886,236797,16761,-11,0
-109,222,210,695530,188581,3850,-11,0


-111,140,139,637162,345734,30973,-10,0
-109,159,154,351780,195006,18954,-11,0
-95,190,135,343560,493522,95676,-12,2
-96,235,175,343560,90203,19684,-12,2
-107,151,149,378500,368464,30167,-12,0
-106,177,170,402120,296461,20871,-12,0

-99,152,120,168280,125680,46218,-10,1
-109,110,108,403760,342865,33966,-10,0
-110,214,207,179100,63909,5607,-10,0
-95,142,113,387080,367263,101407,-11,1
-96,96,62,382760,159886,58279,-11,1
-101,124,78,163580,321570,81118,-10,1

-107,235,219,343820,407606,13925,-12,0
-107,127,117,400140,312509,9769,-11,0
-111,164,159,158700,311942,17954,-10,0
-113,132,129,525660,56520,3150,-9,0
-112,148,139,147620,42593,3731,-9,0
-113,169,164,525660,211893,5501,-9,0


-106,166,152,293500,227385,20288,-12,0
-94,145,105,293500,150099,38803,-12,2
-100,181,133,286160,530393,188937,-11,2
-114,180,169,638100,367397,4375,-9,0
-112,135,126,178040,551360,4533,-10,0
-109,171,164,382720,24584,521,-11,0

-98,235,193,504312,29532,11248,-12,2
-97,212,164,497020,270589,74585,-12,2
-96,201,124,504312,72298,27487,-12,2
-96,179,124,508560,138404,51110,-12,2
-96,219,149,517600,152717,55228,-12,2
-98,195,128,517600,364147,87210,-12,2

-110,173,157,379700,49219,633,-10,0
-112,166,158,149200,60987,5505,-10,0
-103,151,97,532698,415613,140246,-9,1
-112,149,139,143160,205976,16696,-9,0
-100,93,51,497320,104733,45839,-10,1
-108,128,123,634114,403705,20741,-11,0


-88,208,66,396460,466512,316698,-17,3
-87,260,76,289420,292536,199497,-17,3
-89,207,52,163760,222428,159337,-16,3
-87,180,60,499650,419469,296591,-16,3
-88,167,45,498780,92583,69317,-17,3
-88,142,33,664039,309495,248497,-16,3

-103,100,76,504402,37262,15898,-9,1
-100,119,89,143860,302720,105874,-10,1
-98,78,49,375900,19713,4295,-11,1
-97,153,93,285660,98392,26717,-11,1
-98,122,86,176740,148754,48522,-11,1
-100,100,72,462380,218344,35231,-10,1

-114,134,130,166880,120277,9964,-9,0
-100,155,105,517500,396460,139321,-10,1
-108,186,183,382600,54717,2992,-11,0
-99,137,101,638068,376024,86322,-11,1
-96,156,131,638068,139302,25118,-12,1
-97,131,91,502580,391586,130422,-11,1


-116,147,144,645159,400744,4498,-9,0
-110,198,185,164880,524472,37041,-10,0
-98,206,133,164880,582262,204905,-11,2
-109,127,119,349280,198195,408,-11,0
-108,143,130,498380,161460,8294,-11,0
-105,128,126,506020,46542,588,-12,0

-112,113,111,703892,350054,2080,-9,0
-110,151,150,347380,22970,1593,-11,0
-107,181,173,383840,122756,1923,-11,0
-110,125,124,163600,130019,6984,-10,0
-108,171,169,383840,21876,449,-11,0
-110,130,118,511480,95080,3436,-11,0

-95,179,129,352680,456567,148432,-12,2
-96,181,132,339420,368725,123977,-12,2
-96,153,111,287940,291910,76257,-12,2
-94,213,130,287940,33551,9621,-12,2
-93,223,145,286720,113372,23453,-12,2
-96,197,134,286220,129989,40840,-12,2


-101,81,56,645132,25458,7565,-10,1
-111,145,139,402620,448482,30157,-11,0
-98,129,104,526722,285764,118746,-11,1
-100,118,87,340100,347124,62236,-10,1
-103,104,81,721560,287080,82616,-10,1
-101,88,55,465700,200230,86026,-10,1

-104,183,165,525894,122594,6539,-12,0
-96,161,133,525894,56020,21286,-12,2
-97,194,122,525894,172868,46519,-12,2
-96,202,145,527720,229297,78169,-12,2
-98,228,156,639624,58733,16792,-11,2
-99,180,146,525894,80840,22856,-11,2

-95,205,146,637126,366903,120353,-12,2
-95,221,180,621853,164464,59216,-12,2
-97,176,101,621853,28941,10747,-12,2
-110,122,118,515800,260716,21178,-10,0
-110,153,145,143000,65873,4924,-11,0
-93,254,191,141900,693787,136481,-12,2


-104,162,156,516639,57022,445,-12,0
-108,160,159,534450,75838,5676,-11,0
-98,128,91,341460,159365,58234,-11,1
-108,145,137,534450,384157,29245,-11,0
-110,118,115,376160,30213,825,-10,0
-112,160,158,706792,75568,306,-10,0

-86,230,34,620256,113664,91200,-17,3
-88,196,77,511880,308633,225770,-17,3
-86,191,58,666100,509203,330927,-17,3
-106,166,150,634772,165599,3524,-12,0
-109,190,177,639410,107211,7209,-10,0
-116,139,133,166260,41243,2519,-9,0

-85,230,77,290440,36071,27737,-18,3
-105,155,155,287060,533822,19571,-12,0
-105,149,147,285920,423500,27202,-12,0
-112,169,159,170680,56685,4721,-10,0
-90,153,42,641846,90696,49374,-14,3
-89,181,39,377140,354073,265414,-15,3


-107,153,152,632385,72365,5747,-11,0
-106,169,161,514860,299102,8663,-12,0
-97,167,120,514860,105351,33490,-12,2
-106,157,145,380580,301046,25407,-11,0
-107,163,157,371280,175936,14211,-12,0
-93,202,142,373120,366004,151717,-12,2

-112,182,172,637779,480652,14506,-10,0
-112,186,180,293920,495246,23009,-10,0
-106,111,110,404900,90017,2486,-11,0
-87,203,47,350460,111988,73792,-17,3
-90,164,46,167580,455782,329551,-15,3
-90,211,74,508476,610773,373358,-14,3

-112,168,160,529512,167577,6881,-9,0
-111,136,135,164400,99709,196,-10,0
-89,205,78,387160,220566,128189,-16,3
-107,138,133,465660,439425,18336,-11,0
-88,169,43,645602,115636,68270,-16,3
-85,202,56,504900,499247,357819,-16,3


-105,121,118,726224,84690,2793,-12,0
-96,149,103,726224,98415,16500,-11,2
-110,187,180,391600,435382,6524,-10,0
-107,145,139,141400,238413,6326,-11,0
-108,146,136,147260,266661,20523,-11,0
-107,179,162,350740,250564,18597,-11,0

-109,205,204,395660,27205,2508,-10,0
-110,214,195,643494,442379,26298,-11,0
-108,118,106,511497,96029,1966,-11,0
-110,206,199,372900,580531,33940,-11,0
-111,117,107,639280,166766,7864,-11,0
-109,133,128,524418,270923,10111,-11,0

-96,150,105,704091,182442,68133,-12,1
-99,141,99,669060,231259,66257,-11,1
-98,86,64,382640,170856,39117,-10,1
-99,148,107,138760,194396,36745,-11,1
-99,90,60,286140,72297,19477,-11,1
-97,159,114,515000,193736,68396,-10,1


-96,238,183,344840,100134,21120,-12,2
-94,175,120,350160,316173,88688,-12,2
-95,216,162,344840,470781,105592,-12,2
-96,191,113,344840,602134,203060,-12,2
-96,203,108,341580,392473,91977,-11,2
-108,190,184,520572,76420,1835,-11,0

-106,125,125,285900,158399,12524,-12,0
-98,244,164,289880,424501,122652,-11,2
-111,145,134,504520,114863,6563,-10,0
-111,175,169,182460,292351,20336,-9,0
-109,144,136,639600,452871,44447,-10,0
-95,195,136,639600,177850,77551,-12,2

-94,238,139,513880,236624,87917,-12,2
-97,172,124,516440,103466,28010,-12,2
-97,195,130,513880,793441,225332,-12,2
-96,162,122,497740,318188,131703,-12,2
-98,175,125,462620,145256,43092,-12,2
-96,228,161,497740,386153,102686,-12,2


-113,186,169,158460,593005,37502,-9,0
-99,145,103,517480,48013,9808,-10,1
-113,126,115,644814,20659,1677,-10,0
-113,172,165,168900,319435,654,-9,0
-98,142,103,394360,279861,80166,-10,1
-98,93,65,167160,17684,5939,-10,1

-91,170,39,662330,66993,40664,-14,3
-90,183,48,287140,314677,223718,-15,3
-91,182,40,177740,373273,297353,-15,3
-90,172,41,625126,115619,85773,-15,3
-85,204,47,461400,202700,153230,-17,3
-86,213,95,533481,33368,30050,-17,3

-112,122,110,462500,205812,19705,-10,0
-111,103,96,142680,236355,10547,-10,0
-90,221,51,402740,72137,44425,-15,3
-89,220,64,693346,689523,432463,-15,3
-90,200,68,402740,307398,185653,-15,3
-111,214,195,168700,436497,19404,-10,0


-107,169,155,377620,122605,7620,-11,0
-106,197,179,285660,55054,4410,-11,0
-94,187,132,182300,482213,173085,-12,2
-95,204,122,182300,27117,8353,-12,2
-107,196,193,158680,57003,5248,-11,0
-109,199,179,285660,344154,12007,-11,0

-101,142,86,379720,507408,174375,-10,1
-110,156,150,715076,411373,39669,-11,0
-97,105,88,668567,133385,49098,-11,1
-99,118,99,394460,312724,116412,-11,1
-95,82,49,503370,160308,40232,-11,1
-96,130,100,379720,291983,102340,-11,1

-111,203,193,144780,77286,4696,-10,0
-109,110,104,461840,17094,65,-11,0
-89,191,52,498360,567903,385891,-16,3
-113,120,110,144780,132719,8942,-9,0
-91,188,26,726450,254004,182136,-14,3
-106,188,175,636007,82140,5014,-11,0


-104,184,173,182840,100536,4617,-12,0
-106,159,152,177640,259563,2800,-11,0
-107,161,157,403500,429780,379,-11,0
-109,148,139,498560,44516,2108,-10,0
-108,132,128,165920,20359,509,-11,0
-105,148,140,158400,61130,3560,-12,0

-104,161,157,158200,218583,20100,-12,0
-96,179,132,163980,328824,93102,-11,1
-97,146,80,379000,87606,41215,-11,1
-99,88,59,463060,26940,7907,-11,1
-110,210,207,648240,25853,1604,-11,0
-109,161,150,462280,156820,1395,-11,0

-95,122,77,294440,117111,29957,-11,1
-97,102,70,373540,73978,17780,-11,1
-97,92,62,293800,158556,36227,-11,1
-98,127,102,141760,86124,27257,-11,1
-96,100,63,404380,44284,15308,-11,1
-95,131,89,395320,120840,24097,-12,1


-105,142,140,380340,455942,26101,-12,0
-95,178,128,378960,77239,26528,-12,2
-104,193,174,349700,94038,9073,-12,0
-95,160,120,342220,201077,59846,-12,2
-97,154,99,342220,125877,39371,-11,2
-108,194,183,509760,226249,12776,-11,0

-113,148,136,500400,19978,1664,-10,0
-113,171,170,164980,149005,4122,-9,0
-115,103,93,677594,247985,11639,-8,0
-113,135,126,176040,68964,3633,-9,0
-108,149,144,500400,56372,4008,-10,0
-107,181,177,346540,559837,44107,-11,0

-94,295,214,404440,400150,102524,-12,2
-96,154,97,404440,306579,89615,-12,2
-106,187,174,372020,24711,581,-12,0
-98,145,129,349740,19942,4382,-11,2
-107,97,90,157620,54730,3212,-11,0
-96,172,103,164840,456532,81258,-12,2


-107,153,147,500106,20211,1066,-11,0
-106,143,140,403520,362554,32400,-11,0
-97,143,101,462620,291660,113848,-12,2
-97,182,115,398520,75850,21540,-12,2
-95,141,82,462620,326867,80009,-12,2
-95,205,128,466320,195057,55533,-12,2

-95,222,153,528420,129135,36776,-12,2
-94,174,113,518620,428957,118485,-12,2
-94,160,110,518620,381386,88752,-12,2
-95,193,136,518620,99306,33801,-12,2
-94,166,126,518620,173504,57723,-12,2
-95,176,145,509940,402081,61297,-12,2

-94,121,70,646116,65845,19193,-12,2
-93,183,138,646116,108697,33819,-12,2
-96,176,131,642706,255309,92225,-12,2
-93,224,161,634087,481064,140666,-12,2
-94,165,121,634087,79205,25855,-12,2
-93,231,183,634087,43006,17375,-12,2


-106,138,134,666632,128953,420,-12,0
-111,140,133,637232,64060,234,-10,0
-112,170,156,164420,352282,31932,-9,0
-109,169,155,513760,136855,10034,-10,0
-108,121,118,287620,178873,11922,-11,0
-86,171,48,341160,158170,113818,-17,3

-93,189,114,512856,236461,55018,-12,2
-95,194,132,512856,340310,84812,-12,2
-95,180,127,512856,255404,109974,-12,2
-96,235,175,512856,727828,179197,-12,2
-96,232,194,512856,182178,50948,-12,2
-96,188,141,497640,142916,53654,-12,2

-96,169,132,301280,390015,88975,-12,2
-95,151,108,291180,441721,153280,-12,2
-94,212,160,285560,463974,80528,-12,2
-94,143,107,285560,65073,21188,-12,2
-97,184,128,178520,86064,25222,-11,2
-96,201,135,291180,656141,241225,-11,2


-105,128,117,176560,374692,16370,-12,0
-97,229,165,176560,190922,66533,-12,2
-100,189,134,176560,394933,109471,-10,2
-110,161,157,638228,597104,7343,-10,0
-98,225,166,638228,208111,85410,-11,2
-112,164,159,343760,590165,43740,-10,0

-116,162,156,633836,131488,2980,-8,0
-116,157,154,140380,216174,18583,-8,0
-115,95,94,639528,156347,3349,-9,0
-115,99,99,176980,75879,6511,-9,0
-110,147,135,639528,125960,5532,-10,0
-95,186,139,633836,239402,65226,-12,2

-107,173,163,533010,475997,46789,-11,0
-105,179,175,375680,319047,11408,-11,0
-105,196,194,391540,30737,555,-12,0
-107,131,127,375680,186705,4636,-11,0
-91,217,60,163320,345160,243280,-14,3
-114,126,123,627218,76056,1184,-9,0


-117,104,97,177560,76026,1240,-9,0
-110,138,127,657983,221676,13010,-10,0
-109,147,140,631872,180517,17791,-11,0
-109,163,160,287600,240409,14390,-10,0
-108,167,156,510880,218982,7665,-11,0
-106,185,177,643704,189359,7540,-11,0

-111,179,178,657954,138139,7696,-10,0
-110,145,136,395160,23777,1062,-11,0
-107,179,172,462560,99027,5464,-12,0
-97,162,111,403160,82660,21849,-11,2
-107,220,202,640231,605145,5424,-11,0
-96,181,111,640231,58845,25319,-12,2

-94,171,50,148560,49077,31800,-13,3
-112,112,112,635442,282728,11951,-10,0
-106,151,146,504740,91603,8057,-11,0
-107,173,161,526720,295302,29477,-11,0
-106,143,135,344080,360822,17259,-11,0
-106,146,145,375080,93938,220,-12,0


-98,101,86,404600,78985,30520,-12,1
-98,104,71,339740,29687,9572,-11,1
-98,137,95,522060,109122,29925,-11,1
-96,151,91,461800,272118,44082,-11,1
-110,135,123,356220,183659,2917,-11,0
-109,141,128,135800,71356,2501,-10,0

-104,166,166,135300,109850,8744,-12,0
-109,99,90,135300,257034,21484,-11,0
-109,149,137,378520,145398,3186,-11,0
-107,120,119,373300,371376,27762,-11,0
-108,185,174,168160,111893,7381,-11,0
-106,154,144,159400,275550,24070,-12,0

-88,185,55,390680,517011,411580,-15,3
-109,173,171,159040,622509,57342,-11,0
-110,98,95,290600,18509,902,-11,0
-88,178,27,461400,63980,37423,-17,3
-105,195,192,515628,360010,7548,-11,0
-88,189,59,342240,216441,142293,-16,3


-109,174,159,176020,155650,6517,-11,0
-87,130,40,376520,221224,146319,-16,3
-84,158,57,522120,128417,81330,-17,3
-87,167,62,645454,375489,336297,-17,3
-107,108,107,497620,57101,2174,-11,0
-107,123,115,390620,80625,3290,-11,0

-111,133,121,167880,218141,20089,-10,0
-111,172,171,466140,293289,17801,-10,0
-109,185,180,167880,480757,6674,-11,0
-106,122,115,176460,89410,2184,-12,0
-110,196,191,167880,545765,44132,-11,0
-112,138,128,513360,345758,19937,-10,0

-109,184,184,341260,30642,1232,-11,0
-109,175,166,164020,380631,10791,-11,0
-110,208,188,402400,693040,51797,-10,0
-111,166,157,176660,275424,321,-11,0
-110,206,190,350080,106348,7933,-10,0
-111,218,202,644560,325436,9113,-10,0


-104,142,140,145240,141187,6976,-12,0
-107,113,109,163580,315627,27575,-12,0
-105,172,156,163580,279186,13679,-12,0
-95,208,145,163580,285053,72032,-12,2
-111,176,168,163580,197964,1400,-10,0
-116,141,138,710802,301075,23199,-8,0

-111,163,155,380360,120381,8738,-10,0
-99,121,111,165480,187097,45835,-10,1
-109,112,103,380360,65142,5492,-10,0
-111,149,148,143080,130332,12932,-10,0
-111,102,95,528369,53333,2538,-9,0
-113,199,195,138520,27958,1683,-9,0

-87,196,43,528560,331741,251911,-18,3
-105,179,169,497860,319161,10073,-12,0
-88,186,82,522940,32597,23597,-17,3
-88,198,51,629700,83319,54047,-17,3
-86,219,57,514236,509377,366529,-17,3
-87,169,56,390540,398684,280655,-17,3


-100,106,73,389580,113046,47619,-10,1
-109,138,129,640622,182022,4541,-11,0
-97,136,89,535794,120824,24378,-12,1
-107,187,175,503055,343779,28540,-11,0
-107,183,170,389580,53574,714,-12,0
-104,139,134,391440,355693,28131,-12,0

-86,140,36,523713,276146,178433,-17,3
-90,190,53,644487,458773,298819,-16,3
-90,210,32,403100,387504,312941,-15,3
-89,131,37,135020,393417,322619,-15,3
-89,205,58,378540,118108,75423,-16,3
-110,148,135,182720,53220,5063,-11,0

-108,190,183,348580,550387,34877,-11,0
-108,168,163,169180,26464,1822,-11,0
-104,192,191,178100,254892,5937,-12,0
-96,213,154,178100,221352,59585,-12,2
-107,134,131,144040,193704,5626,-11,0
-112,123,122,461060,241722,22496,-10,0


-96,175,140,176480,150491,35968,-12,2
-106,164,157,163980,94049,6330,-11,0
-109,213,204,339220,516753,5513,-11,0
-110,164,148,497760,311919,3860,-10,0
-111,172,163,163980,22544,935,-10,0
-108,138,126,339220,373520,33867,-11,0

-107,155,140,387580,461677,44281,-11,0
