ULMeanNL,AttOutExecInterXn,SuccOutInterXn,ArfcnUL,NbrPktDL,NbrPktLossDL,RSRQ,Label
-95,171,105,172360,465390,174571,-12,2
-95,166,128,176220,415042,123809,-12,2
-96,191,150,176960,496221,130723,-12,2
-94,209,123,176960,230905,64242,-12,2

-108,162,153,141700,340340,4583,-12,0
-110,227,221,176900,33197,3096,-10,0
-112,167,162,715483,363499,10533,-10,0
-97,159,101,639102,223374,60487,-11,1
-111,144,141,520460,85647,5230,-10,0
-114,148,138,176900,21299,1960,-10,0

-97,116,77,339640,254990,52844,-11,1
-110,117,108,162960,68076,936,-11,0
-111,119,108,390840,30912,995,-10,0
-108,165,156,162960,24254,2320,-10,0
-111,179,164,473580,395447,20847,-10,0
-111,135,128,141160,130663,688,-10,0


-93,195,50,165500,550121,433325,-13,3
-113,146,144,637791,340827,2744,-9,0
-87,165,72,372640,222829,183789,-15,3
-110,171,161,169340,100095,459,-11,0
-110,161,150,378160,466834,12677,-10,0
-88,186,33,169340,77768,52613,-16,3

-106,123,116,147880,242382,10555,-12,0
-109,142,133,169920,225602,4378,-10,0
-100,145,102,637307,32561,9057,-10,1
-98,119,83,531135,65569,17103,-11,1
-97,141,80,350160,59553,21563,-11,1
-99,93,68,163500,24564,7784,-11,1

-85,189,64,403820,239668,155749,-18,3
-87,158,52,390620,211317,166445,-17,3
-93,161,31,645126,230367,162725,-14,3
-114,158,142,169500,211286,1221,-8,0
-94,186,63,673047,243818,177413,-12,3
-94,161,52,133780,348036,259703,-12,3


-107,175,175,384480,342043,2300,-12,0
-106,161,160,340840,198816,12274,-12,0
-107,136,124,355040,41211,2240,-11,0
-108,119,117,507880,162203,331,-11,0
-109,120,119,374780,165273,2647,-10,0
-112,146,134,671524,452461,27549,-10,0

-106,175,174,379060,527082,51105,-12,0
-106,148,147,395440,429963,41186,-12,0
-106,130,128,379060,17188,1229,-12,0
-108,150,146,298880,352495,22300,-11,0
-110,172,169,145900,59251,1345,-10,0
-113,123,113,509412,63479,3527,-9,0

-95,188,136,165040,51572,9457,-12,2
-96,187,119,165040,119550,29371,-12,2
-94,197,145,165280,27951,7749,-12,2
-95,149,103,177480,123102,20491,-12,2
-96,215,150,286200,208086,59930,-12,2
-96,146,94,286980,483201,131971,-12,2


-106,117,116,285520,100667,225,-12,0
-108,207,189,294320,377790,32628,-11,0
-109,198,188,674630,342319,11820,-10,0
-110,149,141,627238,314901,31292,-11,0
-111,165,164,291800,94818,3802,-10,0
-112,129,127,534700,489064,2618,-10,0

-95,194,146,376860,508987,178705,-12,2
-97,179,127,376860,308964,107454,-12,2
-94,165,134,371420,50232,15873,-12,2
-94,168,115,376860,350334,108252,-12,2
-95,215,162,376860,316084,125726,-12,2
-94,182,114,352160,116206,35326,-12,2

-105,178,162,381760,221317,8408,-12,0
-89,158,38,353080,70643,44399,-16,3
-90,227,43,672547,688521,503005,-15,3
-110,101,93,349000,46860,3638,-10,0
-87,153,50,520932,90678,55388,-17,3
-104,163,152,508560,143950,13856,-12,0


-111,126,115,164240,38177,3425,-10,0
-107,169,159,375100,312039,18660,-11,0
-105,159,158,375100,108384,3884,-12,0
-95,202,122,375100,487595,230916,-12,2
-94,159,105,378060,440678,161328,-12,2
-104,221,220,378060,493675,24402,-12,0

-97,157,118,461700,321562,97290,-12,1
-106,116,115,462200,242453,4991,-12,0
-96,80,56,378520,211474,42490,-12,1
-96,122,72,394460,72726,20512,-12,1
-98,154,114,374060,24318,4271,-11,1
-97,121,86,139960,147663,50771,-10,1

-90,257,85,462980,562737,444507,-15,3
-87,212,47,165880,140515,107819,-16,3
-87,129,31,165260,214656,150284,-17,3
-89,158,65,286000,398656,328796,-15,3
-91,184,63,641584,101412,56284,-14,3
-91,142,48,286000,232439,136747,-14,3


-96,224,190,387140,443273,142226,-12,2
-96,175,145,396660,381404,146848,-12,2
-96,193,129,403820,163327,60754,-12,2
-97,171,121,474320,84544,31994,-12,2
-94,191,123,461840,256530,63533,-12,2
-95,242,172,403820,38328,8197,-12,2

-109,182,176,342520,507754,43146,-11,0
-110,187,172,460660,615259,13445,-10,0
-112,166,164,141860,383778,23582,-9,0
-114,124,117,637227,243538,696,-9,0
-101,125,100,163620,17273,4464,-10,1
-109,101,94,355040,182758,13369,-11,0

-107,160,150,404200,65127,3759,-10,0
-88,238,68,645896,588179,493403,-16,3
-107,184,179,520200,54990,3349,-11,0
-113,188,175,624473,279336,4581,-10,0
-115,224,206,177520,64671,3300,-9,0
-114,153,145,623298,198385,3960,-9,0


-113,175,174,695858,138225,9581,-10,0
-111,122,112,370600,32381,794,-10,0
-107,170,165,497580,352255,35129,-11,0
-109,162,150,383280,392682,37210,-11,0
-112,191,180,158600,353022,23503,-9,0
-117,135,125,650916,119976,1953,-8,0

-97,112,78,497120,263702,90118,-11,1
-108,150,141,391740,125227,1882,-11,0
-96,131,85,287120,132093,56180,-11,1
-102,160,115,179800,42072,13077,-10,1
-111,136,135,637574,229497,11125,-10,0
-108,150,147,473760,109992,7561,-11,0

-106,179,177,530550,435257,39825,-11,0
-97,163,104,622522,537461,109399,-11,2
-97,163,110,535791,132417,42636,-11,2
-106,153,151,461840,250680,2138,-12,0
-96,213,163,464020,147472,43075,-12,2
-106,142,128,522660,412363,30556,-12,0


-110,167,162,134940,26711,978,-10,0
-110,109,103,479240,14752,236,-10,0
-111,154,143,287860,156545,7363,-11,0
-110,151,142,479240,123095,9479,-10,0
-111,202,184,722862,331687,13474,-10,0
-113,146,132,343800,347631,4573,-9,0

-88,245,60,286300,652756,516420,-17,3
-86,181,38,341580,258615,204266,-17,3
-106,190,181,462300,619641,25322,-11,0
-89,242,47,644101,513046,351135,-15,3
-111,204,188,300860,634679,55478,-10,0
-108,155,140,169940,51107,2308,-11,0

-98,148,85,478800,96683,24391,-11,1
-112,176,172,639575,32100,1765,-10,0
-103,137,104,165240,18215,3103,-9,1
-112,145,139,640196,145723,6065,-10,0
-106,128,124,639575,92109,7443,-12,0
-95,163,132,645176,143766,40461,-12,1


-86,172,50,504930,418592,258999,-18,3
-87,186,56,464100,53195,34663,-16,3
-91,177,45,166780,349150,274176,-14,3
-88,244,83,523900,466938,347562,-15,3
-90,186,40,373620,252528,188803,-16,3
-89,170,48,641834,27737,20236,-15,3

-104,141,141,730225,344017,13876,-12,0
-96,215,124,730225,155149,39984,-12,2
-108,113,108,643470,61356,4990,-11,0
-108,203,185,374720,163912,7827,-11,0
-96,167,115,374720,380831,96336,-12,2
-107,146,133,462980,205847,18686,-11,0

-109,183,170,339320,520999,6909,-11,0
-98,120,83,177160,458364,143575,-10,1
-114,132,119,516216,22489,1540,-10,0
-108,145,133,292160,98520,1105,-11,0
-107,148,148,387540,231395,8820,-12,0
-95,177,114,402560,72530,18693,-12,1


-96,89,52,287220,66887,10550,-11,1
-98,95,63,404940,213818,58500,-11,1
-94,143,109,497640,50321,16293,-11,1
-109,149,142,341620,212587,15280,-10,0
-113,141,139,637606,252806,4283,-10,0
-101,132,95,285540,21896,5388,-9,1

-105,139,131,290980,106800,10546,-11,0
-107,167,164,381840,386034,2117,-12,0
-94,210,168,378240,547026,148315,-12,2
-108,126,116,381840,251076,5994,-11,0
-110,156,146,176200,224199,19038,-10,0
-111,175,160,509622,451657,26810,-10,0

-104,134,94,147060,40083,13632,-9,1
-105,142,112,625934,383583,134423,-9,1
-99,100,87,165540,251973,75231,-10,1
-99,137,81,142120,131377,28814,-10,1
-110,109,103,647211,158104,5312,-10,0
-104,158,157,637378,327795,27266,-12,0


-114,158,154,141000,445985,42771,-8,0
-103,83,59,645431,243113,49571,-10,1
-98,115,73,504720,202624,47536,-11,1
-106,156,141,641290,97528,7278,-11,0
-98,135,76,525918,249578,88089,-11,1
-107,152,145,348540,327328,26197,-11,0

-100,214,148,402260,342886,116961,-10,2
-107,113,105,165580,57944,5375,-11,0
-94,187,146,165580,331523,95757,-12,2
-94,160,117,163980,433680,118277,-12,2
-96,196,137,163980,533062,158824,-12,2
-96,222,174,165580,486727,111123,-12,2

-117,127,119,136880,277323,1366,-8,0
-115,177,173,706902,412781,12925,-9,0
-113,155,144,375240,284934,5364,-10,0
-113,145,132,706902,399358,35741,-9,0
-111,99,96,181420,32795,2421,-10,0
-95,202,169,181420,162325,35319,-12,2


-114,100,98,139020,195087,1,-8,0
-93,183,67,630536,360694,260531,-14,3
-86,236,89,461540,134367,78528,-17,3
-89,159,44,519940,438878,289266,-16,3
-91,198,47,164200,38162,25080,-15,3
-89,208,49,372560,614339,425152,-16,3

-103,132,100,644920,157973,43831,-9,1
-103,151,102,181080,90399,24740,-8,1
-105,115,88,724172,143150,46799,-9,1
-99,131,106,378660,349029,162271,-10,1
-100,97,80,165960,14238,4715,-10,1
-101,149,100,462380,356387,88327,-10,1

-106,210,133,700220,480473,162005,-8,2
-111,147,142,165420,81247,5138,-10,0
-102,224,155,141800,161094,32624,-10,2
-116,182,171,631234,118461,8626,-9,0
-109,134,132,168700,273510,12405,-10,0
-94,126,102,176640,133201,23627,-12,2


-102,115,78,519252,313210,98777,-9,1
-110,159,147,138360,90691,7895,-10,0
-99,63,42,182900,106830,27127,-11,1
-98,176,108,373840,301398,64241,-11,1
-114,180,178,157840,505406,34547,-9,0
-115,179,166,657745,282403,7326,-8,0

-106,200,196,302580,146914,3524,-11,0
-107,123,114,376640,240784,16968,-11,0
-104,156,141,462600,276570,19103,-12,0
-97,189,140,462600,112627,35050,-11,2
-108,153,146,169300,293240,708,-11,0
-95,156,85,167240,59248,12214,-12,2

-105,155,154,498740,82293,7618,-11,0
-107,178,171,371040,60927,3008,-11,0
-107,171,159,340920,422652,5064,-11,0
-101,102,71,536766,251783,88557,-10,1
-110,154,144,166240,92240,8903,-10,0
-107,139,133,286280,354290,22093,-11,0


-104,110,99,158660,18471,1738,-12,0
-105,149,147,177480,275700,21401,-12,0
-91,160,49,142260,39424,27495,-15,3
-114,180,170,678359,360250,3885,-9,0
-89,175,67,402980,39567,25271,-17,3
-85,171,50,402980,127385,88539,-18,3

-109,115,107,534020,595436,33926,-11,0
-107,111,108,382000,204219,5759,-11,0
-95,203,155,373080,96133,36319,-12,2
-95,193,141,373080,120708,29264,-12,2
-95,211,130,382000,33309,11495,-12,2
-94,151,85,382000,397353,90589,-12,2

-86,170,55,172380,322097,250658,-17,3
-84,202,75,293240,430946,236104,-17,3
-87,185,62,286700,125342,77733,-16,3
-90,159,37,624863,152233,135178,-14,3
-90,138,35,293240,139302,89281,-15,3
-88,166,41,502900,515392,384184,-16,3


-105,164,157,634788,249180,19052,-12,0
-106,99,91,635211,82759,3485,-12,0
-108,112,104,519882,32559,2245,-11,0
-111,139,138,287720,342202,23527,-10,0
-86,255,96,498700,772742,562348,-17,3
-104,176,175,530688,458075,9858,-12,0

-108,136,133,392700,120312,3424,-11,0
-104,180,170,522380,379282,33085,-11,0
-108,145,140,461760,316538,9324,-11,0
-107,128,124,289700,125741,2127,-11,0
-107,109,102,371000,275349,18318,-12,0
-104,170,168,344900,150866,14141,-12,0

-116,175,160,143200,23674,115,-8,0
-111,172,165,636430,455706,16137,-10,0
-104,109,106,634918,289313,20516,-12,0
-107,106,100,629817,215175,5409,-11,0
-107,173,169,378900,384721,9468,-10,0
-109,177,174,176860,86734,1826,-11,0


-104,152,138,531582,24013,381,-12,0
-95,156,122,527748,412830,159251,-12,2
-94,125,91,531582,19933,7587,-12,2
-98,180,116,532590,448917,122905,-12,2
-94,217,165,645140,31685,5516,-12,2
-96,191,105,645140,37028,10368,-12,2

-112,97,95,163740,135859,10404,-10,0
-99,99,71,498340,134355,46669,-11,1
-109,124,120,530600,222654,11316,-11,0
-101,81,67,721377,60279,15134,-10,1
-110,196,193,346460,398405,32021,-10,0
-109,100,99,158900,14356,137,-11,0

-108,186,175,349520,291925,21412,-11,0
-107,262,260,522063,640130,40140,-11,0
-97,150,93,646304,307608,110539,-11,1
-95,75,54,522063,9445,3055,-11,1
-113,128,126,673678,243832,6935,-10,0
-116,131,129,163960,72742,1672,-8,0


-109,141,135,643146,55257,2320,-10,0
-108,152,137,375780,46525,1059,-10,0
-87,160,64,638114,162580,103202,-17,3
-107,136,127,644945,18435,1455,-12,0
-85,237,52,528996,267631,179093,-17,3
-105,183,174,498020,144282,9335,-12,0

-95,89,67,462980,65458,16771,-12,1
-97,104,67,462980,220896,72441,-11,1
-99,91,57,176300,27494,6739,-10,1
-98,119,62,370020,259036,74926,-11,1
-101,144,121,166440,100005,28648,-10,1
-101,149,99,511120,189785,35064,-10,1

-113,128,128,512520,156804,9913,-9,0
-113,154,144,133300,119803,9016,-9,0
-112,188,174,504700,326589,31008,-9,0
-109,131,128,166720,356674,29405,-11,0
-111,109,100,182080,191402,3086,-10,0
-114,157,143,643422,76951,352,-9,0


-106,118,107,518420,158920,4811,-12,0
-97,151,112,518420,252331,87657,-11,2
-110,169,163,176460,108187,514,-11,0
-108,129,126,168460,366154,28837,-11,0
-109,169,154,401900,227247,641,-11,0
-104,117,117,402960,77827,1043,-12,0

-103,122,87,660038,61757,11286,-9,1
-102,109,74,178900,252864,92383,-9,1
-102,169,132,529872,115767,31214,-9,1
-99,125,97,135300,59621,18164,-10,1
-98,147,114,295940,274876,80436,-11,1
-97,112,84,178900,48047,18661,-11,1

-111,121,115,464640,262848,17900,-10,0
-109,179,165,165020,93657,7605,-10,0
-109,147,132,389740,124605,878,-10,0
-107,131,129,629884,387487,33350,-11,0
-95,215,139,521274,635480,209287,-11,2
-108,158,156,372100,156693,3539,-11,0


-116,149,136,166340,68950,6612,-9,0
-110,159,153,623999,199732,3295,-10,0
-93,179,118,623999,228376,52812,-12,2
-107,116,107,631226,310101,1082,-12,0
-107,114,105,523218,97941,3959,-12,0
-106,128,124,497920,25921,565,-12,0

-88,236,65,510426,159795,91076,-16,3
-87,145,44,658647,60959,39278,-17,3
-87,158,44,716168,96836,62266,-15,3
-89,209,36,298920,88929,65070,-15,3
-85,176,62,391020,408707,287076,-17,3
-83,178,62,354240,474758,314879,-18,3

-108,134,134,529539,166281,1492,-11,0
-108,161,145,388840,397880,29810,-11,0
-107,124,118,461620,88564,6611,-11,0
-110,137,134,620016,273134,1871,-10,0
-109,224,213,292980,489024,22251,-10,0
-108,180,164,143040,378609,18535,-11,0


-95,204,174,169340,419410,132774,-12,2
-104,172,161,178340,97916,9379,-12,0
-105,124,123,169340,270749,18205,-12,0
-95,202,141,167120,98532,34740,-12,2
-105,136,124,147260,115044,9876,-12,0
-105,209,205,147260,406513,18287,-12,0

-110,220,206,176280,409522,37962,-10,0
-90,206,48,512094,260008,198774,-14,3
-109,135,123,163160,59041,4324,-11,0
-106,122,112,158460,331958,24528,-12,0
-90,198,57,176280,213229,154677,-15,3
-118,150,141,716333,22740,187,-8,0

-106,100,95,288940,235343,15297,-12,0
-109,132,119,342540,96837,63,-11,0
-112,199,190,519020,440006,8289,-10,0
-110,210,199,167780,54268,4859,-10,0
-107,173,161,285560,182951,15745,-11,0
-106,157,154,339300,23287,15,-12,0


-95,189,70,696536,133029,99396,-12,3
-93,200,41,168640,76337,47085,-13,3
-92,165,53,644038,409114,274050,-13,3
-91,191,63,285960,537997,303658,-15,3
-87,205,53,521580,488153,429414,-16,3
-86,226,80,462900,384857,247541,-17,3

-111,173,158,534612,346469,31546,-10,0
-110,121,113,287920,16282,1584,-10,0
-109,162,146,498200,325991,30014,-11,0
-105,138,125,624228,66167,3861,-11,0
-112,144,139,522018,230057,93,-10,0
-113,155,140,163980,111556,11151,-9,0

-116,103,93,287440,204791,10921,-9,0
-110,114,105,730618,36705,1579,-10,0
-111,93,90,646078,146169,11256,-10,0
-110,141,130,132940,100460,6622,-10,0
-109,144,135,177920,61737,4253,-11,0
-112,136,131,462320,181339,9298,-10,0


-111,122,118,147420,182797,14323,-10,0
-110,118,111,464520,313197,4989,-10,0
-108,169,155,285580,401450,1952,-11,0
-109,96,89,166980,48985,994,-11,0
-110,190,182,392560,74855,3964,-10,0
-111,153,143,630552,127553,4563,-10,0

-108,182,171,508995,383476,3238,-10,0
-107,206,203,285540,162152,981,-11,0
-105,141,140,340340,449252,24158,-12,0
-106,115,114,404660,245481,6127,-11,0
-110,144,143,500784,184832,5847,-10,0
-102,147,85,140080,141200,35996,-9,1

-109,175,162,497980,101381,8885,-11,0
-107,182,180,340400,140645,3986,-11,0
-105,154,144,376160,192468,8513,-12,0
-108,160,155,340400,153687,14254,-11,0
-108,153,150,502806,277475,17751,-11,0
-107,143,132,643202,539386,46069,-11,0


-109,167,159,375920,343900,20136,-10,0
-89,204,60,639554,280267,195976,-15,3
-88,161,44,371640,209862,137375,-16,3
-88,183,52,518232,640246,464553,-15,3
-109,130,129,167860,19547,1273,-10,0
-87,161,52,375920,157181,110459,-16,3

-95,170,111,353340,107927,28832,-12,2
-106,192,180,377140,230202,18376,-12,0
-94,212,150,377140,511440,166233,-12,2
-94,197,126,377140,260867,59925,-12,2
-95,174,109,372940,281395,62170,-12,2
-105,151,139,353340,126309,1585,-12,0

-88,248,77,354700,361765,191198,-18,3
-88,160,42,341940,94614,68665,-17,3
-91,198,62,146540,322815,207121,-15,3
-89,136,49,501468,24544,17652,-15,3
-87,211,67,380180,620584,455092,-17,3
-84,266,56,341940,633142,451426,-18,3


-105,152,138,699422,407971,10965,-12,0
-86,144,48,630416,64845,41363,-17,3
-109,193,181,699422,361426,2923,-10,0
-112,139,138,285920,165203,12003,-9,0
-110,148,147,699422,444316,31210,-10,0
-87,175,52,643918,500515,333071,-17,3

-94,225,150,371900,321858,105391,-12,2
-94,188,124,371900,456604,159699,-12,2
-96,179,130,376520,81008,22399,-12,2
-97,162,123,380040,157550,25885,-12,2
-109,157,147,514180,19229,1067,-11,0
-106,115,110,376520,205324,7724,-11,0

-94,183,122,169520,242678,75706,-12,2
-95,167,112,169520,147068,52552,-12,2
-99,243,166,169520,58306,18399,-10,2
-109,104,98,666547,164503,2012,-10,0
-95,180,139,666547,444306,136546,-12,2
-97,194,146,666547,590614,180260,-12,2


-117,223,205,167040,99646,4086,-8,0
-116,180,177,721616,205865,11033,-8,0
-112,172,162,136080,421118,7399,-9,0
-111,204,192,392960,27291,725,-10,0
-113,184,169,141740,82590,2492,-9,0
-114,183,180,640102,166159,4608,-8,0

-110,150,140,157780,93880,8925,-10,0
-108,118,113,379960,104289,7370,-10,0
-111,130,118,145960,37786,1175,-10,0
-107,155,142,515900,298736,27719,-11,0
-105,125,124,496800,134628,4820,-12,0
-106,143,132,501585,293936,25393,-12,0

-96,102,63,341440,161427,43373,-12,1
-100,95,78,288400,45458,15172,-11,1
-111,192,186,627796,305538,4313,-10,0
-98,82,59,354000,188066,65284,-11,1
-96,163,109,377280,57948,15815,-11,1
-107,159,151,527640,31087,2245,-11,0


-102,140,89,500748,82132,29465,-9,1
-99,134,82,138780,307892,88419,-10,1
-99,131,79,286340,394009,123474,-11,1
-97,84,54,525500,99482,31834,-11,1
-106,152,141,512094,28836,2651,-11,0
-108,129,129,654242,205356,13772,-11,0

-110,138,138,163520,46257,3946,-11,0
-106,213,201,340180,168977,7650,-11,0
-108,135,125,340180,164722,3381,-11,0
-110,137,132,141240,19567,1106,-10,0
-87,172,55,394100,102432,76468,-16,3
-106,225,205,345240,701435,59833,-12,0

-112,121,109,462180,62564,5876,-10,0
-112,150,142,177080,391641,14312,-10,0
-107,194,180,379160,273850,24057,-11,0
-107,169,155,339900,56745,720,-11,0
-109,146,138,523140,111754,1820,-11,0
-108,183,181,339900,542341,16993,-11,0


-112,160,145,728760,287483,5723,-9,0
-114,123,113,298100,76952,1620,-10,0
-114,115,106,147380,331430,21428,-9,0
-112,160,157,728760,22704,629,-10,0
-109,162,160,722407,446724,39854,-11,0
-109,182,168,514914,536267,26328,-11,0

-107,85,56,725736,59804,16967,-8,1
-101,102,76,168140,70900,18623,-9,1
-98,165,132,356700,113251,25684,-11,1
-101,145,94,144360,337224,100696,-10,1
-96,96,66,497240,42894,19819,-11,1
-96,93,60,516198,77629,28660,-12,1

-95,210,149,623930,40446,12218,-12,2
-93,157,107,623930,353059,127084,-12,2
-106,101,100,623930,29028,95,-12,0
-96,141,81,623930,363290,70707,-12,2
-95,230,167,623930,101626,26414,-12,2
-96,208,145,642451,743228,186349,-12,2


-107,133,131,376660,55102,5322,-12,0
-98,173,139,376660,591979,185337,-11,2
-110,156,148,720638,468576,30534,-11,0
-99,181,127,720638,31107,10440,-10,2
-110,198,189,176220,92225,1834,-10,0
-98,169,129,286060,590677,182133,-11,2

-96,148,100,723445,268864,125735,-12,2
-95,157,115,723445,306139,117970,-12,2
-96,222,158,723445,89162,23085,-12,2
-106,196,191,644786,456514,42866,-12,0
-95,183,124,644786,369131,97825,-12,2
-94,193,134,638460,318647,67998,-12,2

-105,127,119,149440,75373,3471,-12,0
-107,126,117,168100,352194,30360,-11,0
-110,126,117,339820,284418,24475,-10,0
-109,154,147,647852,142711,9699,-10,0
-96,112,83,519840,169770,58789,-11,1
-109,157,157,345660,162530,2301,-11,0


-85,178,63,626298,386721,293488,-18,3
-89,230,64,626978,706799,564124,-16,3
-89,176,40,339440,111387,82861,-16,3
-87,177,58,500703,235738,155893,-17,3
-104,163,150,498320,520538,40761,-12,0
-84,185,40,512580,264108,195764,-18,3

-95,179,112,168800,526617,191025,-12,2
